smiles,top_score
CC[C@@H](CNC)c1nn[nH]n1,-4.8
CC[C@H](CNC)c1nn[nH]n1,-5.1
CC[C@@H](CO)NC(=O)c1cc(C)oc1C,-5.3
CC[C@H](CO)NC(=O)c1cc(C)oc1C,-6.0
CC[C@@H](COC)NC(=O)NC1CC1,-5.2
CC[C@H](COC)NC(=O)NC1CC1,-4.9
CC[C@@H](COc1cccc(Cl)c1)NC,-5.8
CC[C@H](COc1cccc(Cl)c1)NC,-6.2
CC[C@@H](CSC)NC,-3.4
CC[C@H](CSC)NC,-3.8
CC[C@@H](CSc1ccc(C)c(C)c1)NC,-5.9
CC[C@H](CSc1ccc(C)c(C)c1)NC,-6.5
CC[C@@](Cl)(CS)NN,-3.7
CC[C@](Cl)(CS)NN,-4.0
CCC(F)(F)[C@@H]1CCc2ncnn21,-5.6
CCC(F)(F)[C@H]1CCc2ncnn21,-5.3
CC/C(N)=N\[C@@H](C)CS(C)(=O)=O,-4.2
CC/C(N)=N\[C@H](C)CS(C)(=O)=O,-4.7
CC[C@@H](N)C(=N)C(=O)O,-4.3
CC[C@H](N)C(=N)C(=O)O,-4.7
CC[C@@H](N)C(=O)N1CCCC(C)(C)CC1,-4.9
CC[C@H](N)C(=O)N1CCCC(C)(C)CC1,-4.4
CC[C@@H](N)C(=O)NC1CCCCC1,-5.7
CC[C@H](N)C(=O)NC1CCCCC1,-6.0
CC[C@@H](N)C1=C(NC)CCC1,-5.7
CC[C@H](N)C1=C(NC)CCC1,-5.2
CC[C@@H](N)CC(=O)NC1(C)CC1,-5.5
CC[C@H](N)CC(=O)NC1(C)CC1,-5.2
CC[C@@H](N)CNc1cccc2nccn12,-6.5
CC[C@H](N)CNc1cccc2nccn12,-6.2
CC[C@@H](N)N(CC)C(=O)O,-4.7
CC[C@H](N)N(CC)C(=O)O,-4.2
CC[C@@H](N)NCCC(C)C,-5.1
CC[C@H](N)NCCC(C)C,-4.7
CC[C@@H](N)c1c[nH]c2ccncc12,-6.0
CC[C@H](N)c1c[nH]c2ccncc12,-6.3
CC[C@@H](N)c1cc(-c2c(C)noc2C)co1,-5.5
CC[C@H](N)c1cc(-c2c(C)noc2C)co1,-5.9
CC[C@@H](N)c1cc(C)ccc1OC,-6.0
CC[C@H](N)c1cc(C)ccc1OC,-5.5
CC[C@@H](N)c1ccc(C(C)(C)CC)cc1,-6.3
CC[C@H](N)c1ccc(C(C)(C)CC)cc1,-6.7
CC[C@@H](N)c1cn(C)c2c(Cl)cccc12,-4.3
CC[C@H](N)c1cn(C)c2c(Cl)cccc12,-4.8
CC[C@@H](N)c1nc(-c2cccs2)n[nH]1,-5.9
CC[C@H](N)c1nc(-c2cccs2)n[nH]1,-6.3
CC[C@@H](N)c1nc(-c2cnn(C)c2)no1,-5.7
CC[C@H](N)c1nc(-c2cnn(C)c2)no1,-6.1
CC[C@@H](N)c1nc(C)c(C(N)=O)o1,-5.5
CC[C@H](N)c1nc(C)c(C(N)=O)o1,-5.9
CC[C@@H](N)c1noc(-c2cc(C)nn2C)n1,-5.9
CC[C@H](N)c1noc(-c2cc(C)nn2C)n1,-6.4
CC[C@@H](N)c1noc(-c2cccs2)n1,-5.9
CC[C@H](N)c1noc(-c2cccs2)n1,-6.2
CC[C@@](N=[N+]=[N-])(OC)[N+](=O)[O-],-3.7
CC[C@](N=[N+]=[N-])(OC)[N+](=O)[O-],-4.0
CC[C@@H](N=[N+]=[N-])C(F)(F)C(F)(F)F,-5.3
CC[C@H](N=[N+]=[N-])C(F)(F)C(F)(F)F,-5.0
CC[C@@H](N=[N+]=[N-])c1ccc(COC)cc1,-6.0
CC[C@H](N=[N+]=[N-])c1ccc(COC)cc1,-6.3
CC[C@@H](N=[N+]=[N-])c1ccc(N(C)C)cc1,-5.7
CC[C@H](N=[N+]=[N-])c1ccc(N(C)C)cc1,-6.1
CC[C@@H](NC(=O)C1CCC1)C(=O)O,-5.4
CC[C@H](NC(=O)C1CCC1)C(=O)O,-5.8
CC[C@@H](NC(=O)/C=C/S)S(=O)(=O)[O-],-4.3
CC[C@H](NC(=O)/C=C/S)S(=O)(=O)[O-],-4.9
CC[C@@H](NC(=O)c1ccc(O)cc1)C(=O)O,-6.7
CC[C@H](NC(=O)c1ccc(O)cc1)C(=O)O,-6.4
CC[C@@H](NC(=O)c1ncoc1C)C(=O)O,-5.9
CC[C@H](NC(=O)c1ncoc1C)C(=O)O,-5.6
CC[C@@H](NC)c1cc2cccc(F)c2o1,-6.5
CC[C@H](NC)c1cc2cccc(F)c2o1,-6.9
CC[C@@H](NC)c1nc(-c2ccn(C)n2)no1,-5.7
CC[C@H](NC)c1nc(-c2ccn(C)n2)no1,-6.0
CC[C@@H](NC1CCCCCC1)C(=O)OC,-5.6
CC[C@H](NC1CCCCCC1)C(=O)OC,-5.9
CC[C@@H](NCC=C(C)C)c1ccc(C)cc1,-6.4
CC[C@H](NCC=C(C)C)c1ccc(C)cc1,-6.7
CC[C@@H](NN=C(N)N)S(=O)(=O)O,-5.2
CC[C@H](NN=C(N)N)S(=O)(=O)O,-5.5
CC[C@@H](NS(=O)(=O)C(C)C)C(N)=S,-4.9
CC[C@H](NS(=O)(=O)C(C)C)C(N)=S,-4.6
CC[C@@](O)(CN)C1CCCCCC1,-5.3
CC[C@](O)(CN)C1CCCCCC1,-5.8
CC[C@@](O)(CN)Cc1cccnc1,-5.5
CC[C@](O)(CN)Cc1cccnc1,-5.9
CC[C@@](O)(I)CN,-3.6
CC[C@](O)(I)CN,-3.9
CC[C@@](O)(c1cnc(C)cn1)C(F)(F)F,-5.6
CC[C@](O)(c1cnc(C)cn1)C(F)(F)F,-5.3
CC[C@@H](O)C(=O)CC(=O)CO,-4.6
CC[C@H](O)C(=O)CC(=O)CO,-4.9
CC[C@@H](O)C(=O)c1cccc2ccccc12,-6.4
CC[C@H](O)C(=O)c1cccc2ccccc12,-6.1
CC[C@@H](O)/C(C)=C/C(=O)OC,-4.6
CC[C@H](O)/C(C)=C/C(=O)OC,-4.9
CC[C@@H](O)/C=C/C1=C(C)CCC1=O,-5.6
CC[C@H](O)/C=C/C1=C(C)CCC1=O,-5.9
CC[C@@H](O)CCC(=O)NO,-4.9
CC[C@H](O)CCC(=O)NO,-5.2
CC[C@@H](O)Nc1ncns1,-5.2
CC[C@H](O)Nc1ncns1,-4.5
CC[C@@H](OC(=O)c1ccc(C)cc1)C(=O)O,-6.4
CC[C@H](OC(=O)c1ccc(C)cc1)C(=O)O,-6.8
CC[C@@H](OC)c1cccc(C=O)c1,-5.6
CC[C@H](OC)c1cccc(C=O)c1,-5.9
CC[C@@H](OC1CCC1)C(N)=O,-5.4
CC[C@H](OC1CCC1)C(N)=O,-5.1
CC[C@@H](Sc1ccc(N)cn1)C(=O)O,-5.5
CC[C@H](Sc1ccc(N)cn1)C(=O)O,-5.9
CC[C@@H](c1ccccc1)n1cc[n+](C)c1,-6.5
CC[C@H](c1ccccc1)n1cc[n+](C)c1,-6.1
CC[C@@]1(C(=O)NO)C=CC(CN=[N+]=[N-])=CC1,-5.9
CC[C@]1(C(=O)NO)C=CC(CN=[N+]=[N-])=CC1,-7.0
CC[C@@]1(C(N)=O)CO1,-4.2
CC[C@]1(C(N)=O)CO1,-3.8
CCC1(CC)CCCC[C@@]1(C)CC,-4.0
CCC1(CC)CCCC[C@]1(C)CC,-3.4
CC[C@@]1(C)CCc2c(cccc2OC)N1,-6.2
CC[C@]1(C)CCc2c(cccc2OC)N1,-5.9
CC[C@@]1(C)CCc2cc(O)cc(C)c2O1,-5.1
CC[C@]1(C)CCc2cc(O)cc(C)c2O1,-4.5
CC[C@@]1(C)CCc2ccc(F)cc2N1,-6.5
CC[C@]1(C)CCc2ccc(F)cc2N1,-5.8
CC[C@@]1(C)N=NC(=O)N1c1ccccc1,-5.3
CC[C@]1(C)N=NC(=O)N1c1ccccc1,-4.8
CCC1(C[C@@H]2CNCCO2)COC1,-5.4
CCC1(C[C@H]2CNCCO2)COC1,-4.3
CCC1(CN2C(=O)CNC(=O)[C@@H]2C)CC1,-4.9
CCC1(CN2C(=O)CNC(=O)[C@H]2C)CC1,-4.4
CC[C@@]1(CNC(C)=O)CCCCN1,-5.5
CC[C@]1(CNC(C)=O)CCCCN1,-4.9
CC[C@@]1(CNC)CCCCN1,-4.8
CC[C@]1(CNC)CCCCN1,-4.5
CC[C@@]1(COC)CCN(C(C)C)C1,-4.2
CC[C@]1(COC)CCN(C(C)C)C1,-4.6
CC[C@@]1(N)C(=O)ON=C1C,-4.4
CC[C@]1(N)C(=O)ON=C1C,-4.1
CCC1=C(C(F)(F)F)C=CC[C@@H]1F,-6.2
CCC1=C(C(F)(F)F)C=CC[C@H]1F,-5.7
CCC1=C(C=O)[C@@H](C)N(C(C)C)C1=O,-4.5
CCC1=C(C=O)[C@H](C)N(C(C)C)C1=O,-5.0
CCC1=C(O)C=CC[C@@H]1O,-5.5
CCC1=C(O)C=CC[C@H]1O,-5.8
CCC1=C[C@@H](C(C)C)NCOC1,-4.8
CCC1=C[C@H](C(C)C)NCOC1,-5.2
CCC1=CC(C)(C)[C@@H](CC)C=C1,-5.6
CCC1=CC(C)(C)[C@H](CC)C=C1,-5.0
CCC1=CC(c2ccccc2)=C[C@@H](Cl)C1,-7.6
CCC1=CC(c2ccccc2)=C[C@H](Cl)C1,-6.8
CCC1=CCC[C@@H](CO)C1,-5.1
CCC1=CCC[C@H](CO)C1,-5.5
CCC1=CCC[C@@H](Cc2ccccc2)CC1,-7.9
CCC1=CCC[C@H](Cc2ccccc2)CC1,-6.5
CCC1=CCCN[C@@H]1C,-5.3
CCC1=CCCN[C@H]1C,-5.0
CCC1=CN(CC)[C@@H](C)N(C)C1,-4.8
CCC1=CN(CC)[C@H](C)N(C)C1,-4.4
CCC1=N[C@@H](C)CC(=O)N1,-4.7
CCC1=N[C@H](C)CC(=O)N1,-5.0
CCC1=NC=C[C@@H]([OH2+])C=C1,-5.4
CCC1=NC=C[C@H]([OH2+])C=C1,-5.1
CC[C@@H]1C=C(c2ccc(C=O)nc2)CCN1,-6.7
CC[C@H]1C=C(c2ccc(C=O)nc2)CCN1,-6.4
CC[C@@H]1C=[N+](CC(N)=O)N=C1C,-5.2
CC[C@H]1C=[N+](CC(N)=O)N=C1C,-5.6
CC[C@@H]1CC(=O)N(CCC(C)C)C1=O,-6.1
CC[C@H]1CC(=O)N(CCC(C)C)C1=O,-5.6
CC[C@@H]1CC=CCN(O)C1=S,-5.2
CC[C@H]1CC=CCN(O)C1=S,-4.0
CC[C@@H]1CCC=C(OC(C)=O)C1,-5.9
CC[C@H]1CCC=C(OC(C)=O)C1,-5.6
CC[C@@H]1CCC/C(=N\C)C1,-4.8
CC[C@H]1CCC/C(=N\C)C1,-5.1
CC[C@@H]1CCCC(/C=C\N)=NC1,-5.7
CC[C@H]1CCCC(/C=C\N)=NC1,-6.3
CC[C@@H]1CCCCCN1CCCN,-5.2
CC[C@H]1CCCCCN1CCCN,-4.6
CC[C@@H]1CCCCSC1,-4.8
CC[C@H]1CCCCSC1,-4.3
CCC1CCN(C[C@@H](O)CO)CC1,-5.4
CCC1CCN(C[C@H](O)CO)CC1,-5.1
CC[C@@H]1CCN(N=[N+]=[N-])C(=O)C1,-5.2
CC[C@H]1CCN(N=[N+]=[N-])C(=O)C1,-5.7
CC[C@@H]1CCc2c(CNC(C)(C)C)noc21,-6.2
CC[C@H]1CCc2c(CNC(C)(C)C)noc21,-6.6
CC[C@@H]1CCc2c(NC3CC3)n[nH]c21,-6.6
CC[C@H]1CCc2c(NC3CC3)n[nH]c21,-7.0
CC[C@@H]1CCc2cccc(OCCO)c2C1,-6.7
CC[C@H]1CCc2cccc(OCCO)c2C1,-6.3
CC[C@@H]1CCc2occc2/C1=N\O,-6.3
CC[C@H]1CCc2occc2/C1=N\O,-5.2
CC[C@@H]1CN(CC)C(=O)CN1,-4.4
CC[C@H]1CN(CC)C(=O)CN1,-4.7
CC[C@@H]1CNCCC1(C)C,-3.9
CC[C@H]1CNCCC1(C)C,-4.6
CC[C@@H]1CNCCN1C1(C)CCC1,-5.0
CC[C@H]1CNCCN1C1(C)CCC1,-4.3
CC[C@@H]1COCCN1C(C)C,-4.0
CC[C@H]1COCCN1C(C)C,-3.7
CC[C@@H]1CS/C(=N\CCC(=O)NC)N1,-5.8
CC[C@H]1CS/C(=N\CCC(=O)NC)N1,-5.4
CC[C@@H]1Cc2ccccc2N1N=[N+]=[N-],-6.2
CC[C@H]1Cc2ccccc2N1N=[N+]=[N-],-5.6
CC[C@@H]1Cc2nc(SC)sc2CN1,-5.6
CC[C@H]1Cc2nc(SC)sc2CN1,-5.2
CC[C@@H]1N=C(C(C)(C)C)NO1,-4.7
CC[C@H]1N=C(C(C)(C)C)NO1,-5.0
CC[C@@H]1NCCCC1(F)F,-5.3
CC[C@H]1NCCCC1(F)F,-5.0
CC[C@@H]1NCCCCC1=O,-5.2
CC[C@H]1NCCCCC1=O,-4.9
CC[C@@H]1NN=C2SCC(=O)N2N1,-5.3
CC[C@H]1NN=C2SCC(=O)N2N1,-5.0
CC[C@@H]1NN=CCS1,-4.0
CC[C@H]1NN=CCS1,-4.3
CC[C@@H]1OC=C1/C=C(\C#N)C(=O)[O-],-4.9
CC[C@H]1OC=C1/C=C(\C#N)C(=O)[O-],-5.2
CC[C@@H]1Sc2cccc(N)c2NC1=O,-6.1
CC[C@H]1Sc2cccc(N)c2NC1=O,-6.7
CC/C=C(\C)C(=O)N1CCC[C@@H]1CN,-5.6
CC/C=C(\C)C(=O)N1CCC[C@H]1CN,-5.0
CC/C=C(/C)C(=O)N1CCO[C@@H](CN)C1,-5.6
CC/C=C(/C)C(=O)N1CCO[C@H](CN)C1,-5.1
CC/C=C1\CCCC(=O)[C@@]1(C)C(=O)OCC,-4.8
CC/C=C1\CCCC(=O)[C@]1(C)C(=O)OCC,-4.0
CC/C=C1/CCO[C@@H](C)C1=O,-4.3
CC/C=C1/CCO[C@H](C)C1=O,-4.7
CC/C=C/C(=O)C1=C(C)CC[C@@H](C)C1(C)C,-4.3
CC/C=C/C(=O)C1=C(C)CC[C@H](C)C1(C)C,-5.5
CC/C=C/C(=O)[C@@H]1CCC(C)(C)C=C1C,-5.8
CC/C=C/C(=O)[C@H]1CCC(C)(C)C=C1C,-6.5
CC/C=C\[C@@](C)(N)Cl,-3.9
CC/C=C\[C@](C)(N)Cl,-4.2
CC/C=C/[C@@H]1CCC(=O)N1C,-5.2
CC/C=C/[C@H]1CCC(=O)N1C,-4.8
CC/C=C/C[C@@](C)(C#N)CC=C(C)C,-5.1
CC/C=C/C[C@](C)(C#N)CC=C(C)C,-5.5
CC/C=C/C[C@@H](O)c1ccccc1,-6.4
CC/C=C/C[C@H](O)c1ccccc1,-6.8
CC/C=C\C[C@@H]1CCC(=O)O1,-5.5
CC/C=C\C[C@H]1CCC(=O)O1,-5.0
CCCC#C[C@@H]1CCCCC1=O,-5.6
CCCC#C[C@H]1CCCCC1=O,-6.1
CCCC(=O)C[C@@H]1CC=C(C)C1(C)C,-5.1
CCCC(=O)C[C@H]1CC=C(C)C1(C)C,-5.4
CCCC(=O)N1CCC[C@@H]1c1cccs1,-4.4
CCCC(=O)N1CCC[C@H]1c1cccs1,-5.0
CCCC(=O)N1CCO[C@@H]1c1ccccc1,-6.7
CCCC(=O)N1CCO[C@H]1c1ccccc1,-3.8
CCCC(=O)Nc1ccnn1[C@@H](C)CC,-5.3
CCCC(=O)Nc1ccnn1[C@H](C)CC,-5.6
CCCC(=O)O[C@@H]1NCCO1,-4.5
CCCC(=O)O[C@H]1NCCO1,-4.8
CCC[C@@H](C#N)/C=C/c1ccccc1C,-6.2
CCC[C@H](C#N)/C=C/c1ccccc1C,-6.7
CCC[C@@H](C(=O)O)c1cccc2nccn12,-5.5
CCC[C@H](C(=O)O)c1cccc2nccn12,-5.9
CCC[C@@](C)(CC)c1ccc2nccn2n1,-6.2
CCC[C@](C)(CC)c1ccc2nccn2n1,-5.8
CCC[C@@H](C)N(C=O)c1cccnc1,-5.2
CCC[C@H](C)N(C=O)c1cccnc1,-5.5
CCC[C@@H](C)NC(=O)Nc1ccccn1,-6.8
CCC[C@H](C)NC(=O)Nc1ccccn1,-6.4
CCC[C@@H](C)NC(C)(C)C(=O)OC,-4.5
CCC[C@H](C)NC(C)(C)C(=O)OC,-4.2
CCC[C@@H](C)Nc1cc(C)c(F)cc1N,-6.1
CCC[C@H](C)Nc1cc(C)c(F)cc1N,-6.4
CCC[C@@H](C)Nc1cc(Cl)nc(N)n1,-5.9
CCC[C@H](C)Nc1cc(Cl)nc(N)n1,-6.4
CCC[C@@H](C)Nc1cnc(C(C)(C)C)[nH]1,-5.9
CCC[C@H](C)Nc1cnc(C(C)(C)C)[nH]1,-5.6
CCC[C@@H](C)c1nn[nH]n1,-5.0
CCC[C@H](C)c1nn[nH]n1,-5.3
CCC[C@@H](/C=C/C(=O)O)C1CCCC1,-5.8
CCC[C@H](/C=C/C(=O)O)C1CCCC1,-6.2
CCC[C@@H](CC(=O)O)C(=O)NN,-5.2
CCC[C@H](CC(=O)O)C(=O)NN,-5.5
CCC[C@@H](CN)N1C(=O)CCCC1=O,-4.8
CCC[C@H](CN)N1C(=O)CCCC1=O,-5.1
CCC[C@@H](CN)NC(=O)c1ccc(=O)[nH]c1,-6.3
CCC[C@H](CN)NC(=O)c1ccc(=O)[nH]c1,-6.8
CCC[C@@H](CN)NC(=O)c1ccc(F)cc1,-6.6
CCC[C@H](CN)NC(=O)c1ccc(F)cc1,-7.1
CCC[C@@H](CN)NC(=O)c1cccc(C)c1,-6.5
CCC[C@H](CN)NC(=O)c1cccc(C)c1,-6.2
CCC[C@@H](CN)NC(=O)c1ccn[nH]1,-5.7
CCC[C@H](CN)NC(=O)c1ccn[nH]1,-6.2
CCC[C@@](F)(c1ccc(C)cc1)C(C)C,-5.8
CCC[C@](F)(c1ccc(C)cc1)C(C)C,-6.3
CCC[C@@](N)(C(=O)ON)C(F)F,-4.5
CCC[C@](N)(C(=O)ON)C(F)F,-4.8
CCC[C@@](N)(O)C1C=CC=C1,-5.3
CCC[C@](N)(O)C1C=CC=C1,-5.0
CCC/C(N)=N\[C@@H](C)CS(C)(=O)=O,-4.8
CCC/C(N)=N\[C@H](C)CS(C)(=O)=O,-5.1
CCC[C@@H](N)C(=O)N1CCNC(=O)CC1,-5.6
CCC[C@H](N)C(=O)N1CCNC(=O)CC1,-5.2
CCC[C@@H](N)C(=O)c1cccs1,-5.1
CCC[C@H](N)C(=O)c1cccs1,-5.4
CCC[C@@H](N)NC(=O)OC(C)(C)CC,-5.2
CCC[C@H](N)NC(=O)OC(C)(C)CC,-4.9
CCC[C@@H](N)c1ncc(-c2nccs2)[nH]1,-5.9
CCC[C@H](N)c1ncc(-c2nccs2)[nH]1,-6.3
CCC[C@@H](NN)C(=O)C(=O)NC(C)(C)C,-5.0
CCC[C@H](NN)C(=O)C(=O)NC(C)(C)C,-5.3
CCC[C@@](O)(CN)c1ccsc1C,-4.4
CCC[C@](O)(CN)c1ccsc1C,-5.0
CCC[C@@H](O)C1=CC(=O)NC1=O,-5.8
CCC[C@H](O)C1=CC(=O)NC1=O,-5.4
CCC[C@@H](O)C/N=C(\N)Nc1ccccc1,-6.8
CCC[C@H](O)C/N=C(\N)Nc1ccccc1,-6.5
CCC[C@@H](O)CNC(=O)c1cccc(O)c1,-6.8
CCC[C@H](O)CNC(=O)c1cccc(O)c1,-6.5
CCC[C@@H](O)CNc1nnc(C)c(C)n1,-5.6
CCC[C@H](O)CNc1nnc(C)c(C)n1,-5.9
CCC[C@@H](O)c1ccc(C)c(C)c1,-6.0
CCC[C@H](O)c1ccc(C)c(C)c1,-6.3
CCC[C@@H](O)c1ccc(O)c([N+](=O)[O-])c1,-6.1
CCC[C@H](O)c1ccc(O)c([N+](=O)[O-])c1,-6.4
CCC[C@@H](OC(C)=O)OP(=O)(O)O,-4.9
CCC[C@H](OC(C)=O)OP(=O)(O)O,-4.5
CCC[C@@H](c1cnc(N)s1)C(C)C,-4.8
CCC[C@H](c1cnc(N)s1)C(C)C,-5.4
CCC[C@@]1(C(=O)C2=CCCO2)CCNC1,-5.5
CCC[C@]1(C(=O)C2=CCCO2)CCNC1,-5.1
CCC[C@@]1(C)C(=O)CN1C(C)C,-4.0
CCC[C@]1(C)C(=O)CN1C(C)C,-3.7
CCCC1([C@@H]2CNCCO2)COC1,-5.2
CCCC1([C@H]2CNCCO2)COC1,-4.1
CCCC1(C[C@@H]2CCCCN2)COC1,-5.9
CCCC1(C[C@H]2CCCCN2)COC1,-5.0
CCCC1(CCC)CC[C@@H](C)OC1=O,-5.2
CCCC1(CCC)CC[C@H](C)OC1=O,-4.9
CCCC1(CCC)O[C@@H]1CO,-4.9
CCCC1(CCC)O[C@H]1CO,-4.6
CCC[C@@]1(c2ccncc2F)CCCN1,-5.8
CCC[C@]1(c2ccncc2F)CCCN1,-5.5
CCCC1=CC(=O)C[C@@H](C(C)(C)C)O1,-5.4
CCCC1=CC(=O)C[C@H](C(C)(C)C)O1,-4.8
CCCC1=CC[C@@H](NN=[N+]=[N-])CC1,-6.0
CCCC1=CC[C@H](NN=[N+]=[N-])CC1,-5.7
CCC[C@@H]1/C=C\CCCCC1,-5.6
CCC[C@H]1/C=C\CCCCC1,-4.8
CCC[C@@H]1C=CCNC1,-5.3
CCC[C@H]1C=CCNC1,-4.8
CCC[C@@H]1C=NOC(C(C)(C)C)=C1,-5.6
CCC[C@H]1C=NOC(C(C)(C)C)=C1,-4.8
CCC[C@@H]1CCC2=C(CCCC2=O)N1,-6.7
CCC[C@H]1CCC2=C(CCCC2=O)N1,-6.4
CCC[C@@H]1CCN(C)CCO1,-5.0
CCC[C@H]1CCN(C)CCO1,-4.5
CCC[C@@H]1CCc2cc(OC)ccc2N1,-6.1
CCC[C@H]1CCc2cc(OC)ccc2N1,-6.8
CCC[C@@H]1CCc2nc(N)c(C#N)cc2C1,-6.8
CCC[C@H]1CCc2nc(N)c(C#N)cc2C1,-7.3
CCC[C@@H]1CCc2sccc2C(N)=N1,-6.8
CCC[C@H]1CCc2sccc2C(N)=N1,-5.8
CCC[C@@H]1CN(C(CC)CC)CCN1,-4.9
CCC[C@H]1CN(C(CC)CC)CCN1,-3.9
CCC[C@@H]1CN(C2CCC2)CCCN1,-5.9
CCC[C@H]1CN(C2CCC2)CCCN1,-5.2
CCC[C@@H]1CN(CCO)C(=O)N1,-4.8
CCC[C@H]1CN(CCO)C(=O)N1,-5.1
CCC[C@@H]1CN(c2ccc(F)cc2)CCN1,-6.2
CCC[C@H]1CN(c2ccc(F)cc2)CCN1,-5.8
CCC[C@@H]1CNC(=O)C(=O)N1,-4.9
CCC[C@H]1CNC(=O)C(=O)N1,-5.6
CCC[C@@H]1CNC(=O)N1CCN,-4.8
CCC[C@H]1CNC(=O)N1CCN,-5.1
CCC[C@@H]1CNCc2cccc(N)c2N1,-6.3
CCC[C@H]1CNCc2cccc(N)c2N1,-5.9
CCC[C@@H]1CNc2c(N=[N+]=[N-])cccc2O1,-6.2
CCC[C@H]1CNc2c(N=[N+]=[N-])cccc2O1,-6.5
CCC[C@@H]1CNc2cc(F)c(OC)cc2C1,-6.9
CCC[C@H]1CNc2cc(F)c(OC)cc2C1,-6.4
CCC[C@@H]1COC(C)(C)C1,-4.8
CCC[C@H]1COC(C)(C)C1,-4.4
CCC[C@@H]1COCCCO1,-4.8
CCC[C@H]1COCCCO1,-4.5
CCC[C@@H]1C[N+](C)(C)C1(C)C,-3.8
CCC[C@H]1C[N+](C)(C)C1(C)C,-3.3
CCC[C@@H]1N(CC(C)C)C=NN1CC,-5.1
CCC[C@H]1N(CC(C)C)C=NN1CC,-4.8
CCC[C@@H]1N=Cc2cc(Cl)nc(=O)n21,-5.5
CCC[C@H]1N=Cc2cc(Cl)nc(=O)n21,-5.8
CCC[C@@H]1NC(=O)N(CC#N)C1=O,-5.1
CCC[C@H]1NC(=O)N(CC#N)C1=O,-5.5
CCC[C@@H]1OC(=O)C(O)=C1C,-4.9
CCC[C@H]1OC(=O)C(O)=C1C,-5.2
CCC[C@@H]1OC=C(O)C1=O,-4.6
CCC[C@H]1OC=C(O)C1=O,-4.9
CCC/C=C(\CC)[C@@H](C#N)OC(C)=O,-4.6
CCC/C=C(\CC)[C@H](C#N)OC(C)=O,-4.9
CCC/C=C1\C=C(C)[C@@H](C)C1=O,-5.8
CCC/C=C1\C=C(C)[C@H](C)C1=O,-5.5
CCC/C=C/C[C@@H]1SCNC1=O,-5.3
CCC/C=C/C[C@H]1SCNC1=O,-5.6
CCCCC(=O)[C@@H]1CCc2cccnc21,-6.9
CCCCC(=O)[C@H]1CCc2cccnc21,-6.4
CCCCC(=O)N1[C@@H](C)OCC1(C)C,-5.0
CCCCC(=O)N1[C@H](C)OCC1(C)C,-3.8
CCCCC(=O)N1CCOC[C@@H]1C,-5.5
CCCCC(=O)N1CCOC[C@H]1C,-5.0
CCCCC(=O)N1N/C(=N/C)S[C@@H]1C,-5.5
CCCCC(=O)N1N/C(=N/C)S[C@H]1C,-5.2
CCCC[C@@H](C(C)C)C1CCCCC1,-5.6
CCCC[C@H](C(C)C)C1CCCCC1,-5.3
CCCC[C@@](C)(OC(=O)N=[N+]=[N-])C(C)=O,-4.8
CCCC[C@](C)(OC(=O)N=[N+]=[N-])C(C)=O,-4.5
CCCCC(C)=C=C1CCCC[C@@H]1O,-5.4
CCCCC(C)=C=C1CCCC[C@H]1O,-6.3
CCCC[C@@H](C)C(C)(F)F,-4.9
CCCC[C@H](C)C(C)(F)F,-4.5
CCCC[C@@H](C)/C(C)=C/C=O,-4.8
CCCC[C@H](C)/C(C)=C/C=O,-5.1
CCCC[C@@H](C)NC(=O)c1c[nH]ccc1=O,-6.8
CCCC[C@H](C)NC(=O)c1c[nH]ccc1=O,-6.1
CCCC[C@@H](C)NC(=O)c1cccnc1N,-6.5
CCCC[C@H](C)NC(=O)c1cccnc1N,-6.2
CCCC[C@@H](C)c1cccc(CC)n1,-5.9
CCCC[C@H](C)c1cccc(CC)n1,-6.3
CCCC[C@@H](C=O)c1ccc(F)cc1F,-6.0
CCCC[C@H](C=O)c1ccc(F)cc1F,-6.3
CCCC[C@@](N)(N=[N+]=[N-])C(C)(C)C,-4.6
CCCC[C@](N)(N=[N+]=[N-])C(C)(C)C,-4.2
CCCC[C@@H](N)C(=O)N1CC(C(=O)O)C1,-5.7
CCCC[C@H](N)C(=O)N1CC(C(=O)O)C1,-6.2
CCCC[C@@H](N)C(=O)N1CCCC1,-5.3
CCCC[C@H](N)C(=O)N1CCCC1,-5.7
CCCC[C@@](O)(Br)C(=O)O,-4.3
CCCC[C@](O)(Br)C(=O)O,-4.6
CCCC[C@@](O)(Cl)C(=O)O,-4.4
CCCC[C@](O)(Cl)C(=O)O,-4.7
CCCC[C@@H](O)C#Cc1cccc(C)c1,-6.6
CCCC[C@H](O)C#Cc1cccc(C)c1,-6.9
CCCC[C@@H](O)C#Cc1cccc(Cl)c1,-6.6
CCCC[C@H](O)C#Cc1cccc(Cl)c1,-6.9
CCCC[C@@H](O)C1(C)CCCC1,-5.4
CCCC[C@H](O)C1(C)CCCC1,-4.9
CCCC[C@@H](O)C1CCN(C)CC1,-5.7
CCCC[C@H](O)C1CCN(C)CC1,-5.2
CCCC[C@@H](O)N1C(=O)CCC1=O,-6.0
CCCC[C@H](O)N1C(=O)CCC1=O,-5.5
CCCC[C@@H](O)c1ccccc1CN,-6.2
CCCC[C@H](O)c1ccccc1CN,-6.6
CCCC[C@@]1(C)C=C(O)CC1,-5.5
CCCC[C@]1(C)C=C(O)CC1,-5.2
CCCC[C@@]1(C)OC(=O)NC1=O,-5.1
