smiles,docking_score
Cc1cccc(C[S@@](=O)Cc2cc(Cl)ccc2Cl)c1,-37.94
Cc1cccc(C[S@](=O)Cc2cc(Cl)ccc2Cl)c1,-43.44
COc1ccc([C@@H](C)NS(=O)(=O)c2c(F)cccc2[N+](=O)[O-])cc1F,-19.79
COc1ccc([C@H](C)NS(=O)(=O)c2c(F)cccc2[N+](=O)[O-])cc1F,-36.23
C[C@@H]1SCCN(CC(=O)Nc2ccc(F)cc2F)[C@H]1C,-29.94
C[C@H]1SCCN(CC(=O)Nc2ccc(F)cc2F)[C@@H]1C,-35.61
C[C@@H](CN1CCOCC1)Nc1ncccc1C(=O)O,9.33
C[C@H](CN1CCOCC1)Nc1ncccc1C(=O)O,2.5
O=C(NC[C@@H]1CCCCN1)c1cc(F)ccc1Br,-40.91
O=C(NC[C@H]1CCCCN1)c1cc(F)ccc1Br,-50.04
CCN1CC[C@@H](N(C)C(=O)Nc2cccc(OC)c2)[C@H](C)C1,-49.46
CCN1CC[C@H](N(C)C(=O)Nc2cccc(OC)c2)[C@H](C)C1,-35.99
CN1CC[C@@H](C(=O)NCc2ccccc2OCCO)CC1=O,-30.99
CN1CC[C@H](C(=O)NCc2ccccc2OCCO)CC1=O,-37.26
CCN([C@@H](C)c1cccc(OC)c1)S(=O)(=O)N1CCCCC1,-30.95
CCN([C@H](C)c1cccc(OC)c1)S(=O)(=O)N1CCCCC1,-18.71
CN(C[C@@H]1CCCCO1)C(=O)c1ccccc1F,-22.4
CN(C[C@H]1CCCCO1)C(=O)c1ccccc1F,-29.02
CC(C)Oc1ccc(NC(=O)C(=O)N2C[C@@H](C)S[C@@H](C)C2)c(F)c1,-34.7
CC(C)Oc1ccc(NC(=O)C(=O)N2C[C@H](C)S[C@@H](C)C2)c(F)c1,-18.28
Cc1ccccc1NC(=O)[C@@H](C)N1CCO[C@H](C)C1,-30.62
Cc1ccccc1NC(=O)[C@H](C)N1CCO[C@@H](C)C1,-22.28
C[C@@H](c1ccc(Cl)cc1Cl)N(C)Cc1ccncc1,-46.54
C[C@H](c1ccc(Cl)cc1Cl)N(C)Cc1ccncc1,-53.05
C[C@@H](c1ccccc1F)[S@@](=O)Cc1c(F)cccc1Cl,-31.81
C[C@H](c1ccccc1F)[S@@](=O)Cc1c(F)cccc1Cl,-37.89
CN1CCC[C@@H](NC(=O)Nc2ccc(I)cc2)C1,-34.65
CN1CCC[C@H](NC(=O)Nc2ccc(I)cc2)C1,-48.64
COc1ccc([C@@H](C)NCC2(SC)CCOCC2)c(OC)c1,-18.85
COc1ccc([C@H](C)NCC2(SC)CCOCC2)c(OC)c1,-37.1
Cc1ccc(C(=O)N[C@@H](C)c2ccc(Cl)cc2)c(=O)[nH]1,-31.87
Cc1ccc(C(=O)N[C@H](C)c2ccc(Cl)cc2)c(=O)[nH]1,-26.83
CS(=O)(=O)NC[C@@H]1CCCN(CCOc2cccc(F)c2)C1,-41.4
CS(=O)(=O)NC[C@H]1CCCN(CCOc2cccc(F)c2)C1,-49.03
Cc1ccccc1CN[C@@H](C)c1ccccc1Br,-49.49
Cc1ccccc1CN[C@H](C)c1ccccc1Br,-43.41
CCC(=O)c1cccc(NC(=O)N[C@@H]2CCOC(C)(C)C2)c1,-24.92
CCC(=O)c1cccc(NC(=O)N[C@H]2CCOC(C)(C)C2)c1,-30.91
CCc1ccc([C@@H](CNc2ncc(C(N)=O)cc2Cl)N(C)C)cc1,-40.07
CCc1ccc([C@H](CNc2ncc(C(N)=O)cc2Cl)N(C)C)cc1,-46.19
Cc1ccncc1NC(=O)C(=O)N1CCC[C@@](C)(O)C1,-27.34
Cc1ccncc1NC(=O)C(=O)N1CCC[C@](C)(O)C1,-34.72
COC(=O)C[C@@H](NC(=O)c1ccc(Cl)c(OC)c1)c1ccccc1,-32.39
COC(=O)C[C@H](NC(=O)c1ccc(Cl)c(OC)c1)c1ccccc1,-41.92
CC(C)CC[C@@H]1CCCCN1C(=O)N[C@H](C)c1cccnc1,-15.59
CC(C)CC[C@H]1CCCCN1C(=O)N[C@@H](C)c1cccnc1,-27.63
CCc1ccc(OCC(=O)N2CCCC[C@@H]2CC)cc1,-25.6
CCc1ccc(OCC(=O)N2CCCC[C@H]2CC)cc1,-33.52
CC[C@@H]1CN(CC(=O)Nc2ccc(C(C)=O)cc2)CCN1CCOC,-38.92
CC[C@H]1CN(CC(=O)Nc2ccc(C(C)=O)cc2)CCN1CCOC,-46.85
CC[C@@H](NC(=O)c1ccc(NC)c([N+](=O)[O-])c1)C1CCOCC1,-27.38
CC[C@H](NC(=O)c1ccc(NC)c([N+](=O)[O-])c1)C1CCOCC1,-21.62
COC[C@@H]1CCCN(C(=O)C(=O)Nc2ccccc2)C1,-32.14
COC[C@H]1CCCN(C(=O)C(=O)Nc2ccccc2)C1,-41.35
Cc1ccc(CN[C@@H](C)c2ccccc2Br)cc1F,-39.06
Cc1ccc(CN[C@H](C)c2ccccc2Br)cc1F,-46.64
CC[C@@H]1CN(C(=O)C(=O)Nc2cccc(F)c2)CCN1CCOC,-46.69
CC[C@H]1CN(C(=O)C(=O)Nc2cccc(F)c2)CCN1CCOC,-36.84
CC[C@@H]1CN(C(=O)C(=O)Nc2ccccc2OC(F)F)CCS1,-37.37
CC[C@H]1CN(C(=O)C(=O)Nc2ccccc2OC(F)F)CCS1,-31.82
COC[C@@](C)(NCc1nc(C)ccc1O)c1ccccc1,-43.55
COC[C@](C)(NCc1nc(C)ccc1O)c1ccccc1,-37.59
C[C@@H](O)CN1CCC(CN(C)C(=O)c2cc(Cl)c(N)c(Cl)c2)CC1,-43.98
C[C@H](O)CN1CCC(CN(C)C(=O)c2cc(Cl)c(N)c(Cl)c2)CC1,-49.05
CC(C)CN1CCC(NC(=O)N[C@@H]2CC=CCC2)CC1,-20.01
CC(C)CN1CCC(NC(=O)N[C@H]2CC=CCC2)CC1,-25.15
COc1cc(CCC(=O)N2C[C@@H](C)N[C@@H](C)C2)cc(OC)c1OC,-30.83
COc1cc(CCC(=O)N2C[C@H](C)N[C@@H](C)C2)cc(OC)c1OC,-24.69
C#C[C@@](CCN1CCCCC1)(OC)c1ccccc1,-27.33
C#C[C@](CCN1CCCCC1)(OC)c1ccccc1,-34.56
Cc1ccccc1[C@@H](C)NC(=O)N1CCSCC1,-32.04
Cc1ccccc1[C@H](C)NC(=O)N1CCSCC1,-18.74
CC[C@@H]1CCCN(CC(=O)Nc2ccc(C)c(C)c2)C1,-51.91
CC[C@H]1CCCN(CC(=O)Nc2ccc(C)c(C)c2)C1,-45.38
CCC[C@@H]1CCCN(C(=O)C(=O)Nc2cccc(COC)c2)C1,-38.41
CCC[C@H]1CCCN(C(=O)C(=O)Nc2cccc(COC)c2)C1,-28.58
COc1nc(C)cc(C)c1CNC(=O)[C@@H]1CN(C)CCO1,-34.61
COc1nc(C)cc(C)c1CNC(=O)[C@H]1CN(C)CCO1,-28.45
C[C@@H](Cc1cccc(F)c1)C(=O)N1CCN(C(=O)CN(C)C)CC1,-20.79
C[C@H](Cc1cccc(F)c1)C(=O)N1CCN(C(=O)CN(C)C)CC1,-46.86
C[S@@](=O)Cc1cccc(NC(=O)CC2=CCCCC2)c1,-21.98
C[S@](=O)Cc1cccc(NC(=O)CC2=CCCCC2)c1,-28.4
C[C@@H](C(=O)N(C)c1ccc(Cl)cn1)c1cccc(F)c1,-30.36
C[C@H](C(=O)N(C)c1ccc(Cl)cn1)c1cccc(F)c1,-38.39
CC[C@@H](NC(=O)c1ccc(S(=O)(=O)N(C)C)cc1)C1CCOCC1,-24.5
CC[C@H](NC(=O)c1ccc(S(=O)(=O)N(C)C)cc1)C1CCOCC1,-15.64
C[C@@H]1CN(C(=O)CCc2ccccc2Br)C[C@@H](C)O1,-40.89
C[C@H]1CN(C(=O)CCc2ccccc2Br)C[C@H](C)O1,-31.55
CC[C@@H](N[C@H](C)c1cc(F)ccc1OC)c1ccccc1,-53.92
CC[C@H](N[C@H](C)c1cc(F)ccc1OC)c1ccccc1,-40.98
NS(=O)(=O)C[C@@H]1CCCN(CCOc2ccc(Cl)cc2)C1,-36.48
NS(=O)(=O)C[C@H]1CCCN(CCOc2ccc(Cl)cc2)C1,-26.93
Cc1ccncc1NC(=O)C(=O)N1CCC[C@@H](CO)C1,-29.01
Cc1ccncc1NC(=O)C(=O)N1CCC[C@H](CO)C1,-35.82
Cc1cccc([C@@H](C)NC(=O)c2cccc(CCC(C)(C)O)c2)n1,-28.46
Cc1cccc([C@H](C)NC(=O)c2cccc(CCC(C)(C)O)c2)n1,-19.93
O=C(Nc1ccc(Br)cc1)N[C@@H]1CCCC[C@@H]1CO,-33.26
O=C(Nc1ccc(Br)cc1)N[C@H]1CCCC[C@H]1CO,-26.69
C[C@@H](CNC1(C(N)=O)CCCCC1)c1ccccc1,-49.14
C[C@H](CNC1(C(N)=O)CCCCC1)c1ccccc1,-42.58
C[C@@H]1CN(C(=O)COc2ccc(Br)cc2)C[C@@H](C)O1,-36.79
C[C@H]1CN(C(=O)COc2ccc(Br)cc2)C[C@H](C)O1,-26.75
Cc1cc(C(=O)N[C@@](C)(CO)C2CCCCC2)ccc1F,-38.45
Cc1cc(C(=O)N[C@](C)(CO)C2CCCCC2)ccc1F,-24.87
CCOc1cc(F)ccc1NC(=O)[C@@H](OCC)c1ccccc1,-29.34
CCOc1cc(F)ccc1NC(=O)[C@H](OCC)c1ccccc1,-21.62
CC(C)[C@@H]1CN(C(=O)NCc2ccc(S(C)(=O)=O)cc2)CCS1,-23.2
CC(C)[C@H]1CN(C(=O)NCc2ccc(S(C)(=O)=O)cc2)CCS1,-32.74
COc1cccc([C@@H](CNc2ncc([N+](=O)[O-])cc2C#N)N(C)C)c1,-55.96
COc1cccc([C@H](CNc2ncc([N+](=O)[O-])cc2C#N)N(C)C)c1,-50.1
C[C@@H](c1cccc(O)c1)N(C)Cc1cn(C)c(=O)n(C)c1=O,-42.28
C[C@H](c1cccc(O)c1)N(C)Cc1cn(C)c(=O)n(C)c1=O,-28.39
C[C@@H]1CCCN(CC(=O)Nc2ccc(OC(F)(F)F)cc2)[C@@H]1CO,-51.45
C[C@H]1CCCN(CC(=O)Nc2ccc(OC(F)(F)F)cc2)[C@@H]1CO,-59.37
O=C(C[C@@H](c1ccccc1)C(F)(F)F)N1CCN(CC(F)F)CC1,-21.6
O=C(C[C@H](c1ccccc1)C(F)(F)F)N1CCN(CC(F)F)CC1,-16.36
CC[C@@H](Oc1cccc(C)c1)C(=O)N1CCC[C@@H](C(=O)NCCN)C1,-11.51
CC[C@@H](Oc1cccc(C)c1)C(=O)N1CCC[C@H](C(=O)NCCN)C1,-16.77
CC[C@@H]1C(=O)NCCN1C(=O)/C=C/c1ccc(F)c(Cl)c1,-33.13
CC[C@H]1C(=O)NCCN1C(=O)/C=C/c1ccc(F)c(Cl)c1,-38.25
C[C@@H](C(=O)Nc1cccc(S(N)(=O)=O)c1)N1CCOC(C)(C)C1,-25.94
C[C@H](C(=O)Nc1cccc(S(N)(=O)=O)c1)N1CCOC(C)(C)C1,-11.06
Cc1ccc([C@@H](C)NC(=O)C2CCCCC2)cc1C,-24.18
Cc1ccc([C@H](C)NC(=O)C2CCCCC2)cc1C,-10.66
CCCC(=O)N1CCC[C@@H](C(=O)NCc2ccc(OCC)c(F)c2)C1,-31.2
CCCC(=O)N1CCC[C@H](C(=O)NCc2ccc(OCC)c(F)c2)C1,-25.57
C[C@@H]1CN(S(=O)(=O)CCc2ccccc2)C[C@@H](C)N1,-34.58
C[C@H]1CN(S(=O)(=O)CCc2ccccc2)C[C@H](C)N1,-40.86
CN(C)c1ccc(NC(=O)C(=O)N2CCC[C@@H](CC(N)=O)C2)cc1,-27.1
CN(C)c1ccc(NC(=O)C(=O)N2CCC[C@H](CC(N)=O)C2)cc1,-39.31
CCOCCN1CCN(C(=O)[C@@H](CC)Sc2ccccc2)CC1,-13.9
CCOCCN1CCN(C(=O)[C@H](CC)Sc2ccccc2)CC1,-26.57
NC[C@@H]1CN(CC(=O)Nc2ccccc2Br)CCO1,-39.43
NC[C@H]1CN(CC(=O)Nc2ccccc2Br)CCO1,-47.17
Cc1cccnc1[C@@H](NC(=O)c1ccc([N+](=O)[O-])cc1O)C(C)C,-3.53
Cc1cccnc1[C@H](NC(=O)c1ccc([N+](=O)[O-])cc1O)C(C)C,17.51
COCc1ccc(CNC(=O)[C@@H]2CCC(=O)NC2)cc1,-31.31
COCc1ccc(CNC(=O)[C@H]2CCC(=O)NC2)cc1,-23.03
COc1ccccc1[C@@H](C)NC(=O)c1ccc([N+](=O)[O-])cc1F,-36.82
COc1ccccc1[C@H](C)NC(=O)c1ccc([N+](=O)[O-])cc1F,-31.5
CNS(=O)(=O)c1cccc([C@@H](C)NCc2ccc(C#N)cc2)c1,-37.07
CNS(=O)(=O)c1cccc([C@H](C)NCc2ccc(C#N)cc2)c1,-29.75
CC[C@@H]1CN(C(=O)C(=O)Nc2cccc(CN(C)C)c2)CCS1,-23.49
CC[C@H]1CN(C(=O)C(=O)Nc2cccc(CN(C)C)c2)CCS1,-35.24
C[C@@H](C(=O)Nc1cccc(OCCF)c1)c1c(F)cccc1F,-26.0
C[C@H](C(=O)Nc1cccc(OCCF)c1)c1c(F)cccc1F,-32.32
CCc1ccc([C@@H](C)NCC2(CO)CCOCC2)cc1,-42.18
CCc1ccc([C@H](C)NCC2(CO)CCOCC2)cc1,-36.64
CC(C)C(=O)N1CCC(C(=O)N[C@@H](C)c2cccc(O)c2)CC1,-19.5
CC(C)C(=O)N1CCC(C(=O)N[C@H](C)c2cccc(O)c2)CC1,-27.46
CCCC(=O)N[C@@H]1CCCN(C(=O)COc2ccc(F)cc2Cl)C1,-25.57
CCCC(=O)N[C@H]1CCCN(C(=O)COc2ccc(F)cc2Cl)C1,-34.68
C=CCc1ccc(OCC(=O)N2CCC[C@@H](C(=O)O)C2)c(OC)c1,8.63
C=CCc1ccc(OCC(=O)N2CCC[C@H](C(=O)O)C2)c(OC)c1,16.8
CC(C)Oc1ccc(CCN[C@@H]2CCN(C)[C@@H](C)C2)cc1,-44.85
CC(C)Oc1ccc(CCN[C@H]2CCN(C)[C@H](C)C2)cc1,-34.93
CC1(C)C[C@@H](NC(=O)Cc2ccccc2Br)CCO1,-29.82
CC1(C)C[C@H](NC(=O)Cc2ccccc2Br)CCO1,-23.84
CC[C@@H]1CN(C(=O)N[C@@H](COC)c2ccccc2)CCS1,-16.11
CC[C@H]1CN(C(=O)N[C@@H](COC)c2ccccc2)CCS1,-28.27
C[C@@H](C(=O)Nc1cccc(Cl)c1Cl)N1C[C@@H](C)O[C@H](C)C1,-27.89
C[C@H](C(=O)Nc1cccc(Cl)c1Cl)N1C[C@@H](C)O[C@H](C)C1,-34.85
CCN1CCC[C@@H](NC(=O)[C@@H](C)c2ccccc2F)C1,-41.49
CCN1CCC[C@H](NC(=O)[C@@H](C)c2ccccc2F)C1,-33.2
CNC(=O)[C@@H]1CCCN(CC(=O)Nc2ccc(C(F)(F)F)cc2)C1,-50.24
CNC(=O)[C@H]1CCCN(CC(=O)Nc2ccc(C(F)(F)F)cc2)C1,-34.63
CN(C)Cc1ccc(C(N)=O)cc1NC(=O)N[C@@H]1CCCC[C@H]1CO,-23.43
CN(C)Cc1ccc(C(N)=O)cc1NC(=O)N[C@H]1CCCC[C@@H]1CO,-3.3
CNS(=O)(=O)c1cc(NC(=O)[C@@H](C)C2CCOCC2)ccc1C,-13.11
CNS(=O)(=O)c1cc(NC(=O)[C@H](C)C2CCOCC2)ccc1C,-32.43
CCOC(=O)c1ccc(NC(=O)CN2CCC[C@@H](C(=O)O)C2)cc1,-16.06
CCOC(=O)c1ccc(NC(=O)CN2CCC[C@H](C(=O)O)C2)cc1,-27.38
CC(C)[C@@H](CNc1ccc(Br)cc1[N+](=O)[O-])N1CCOCC1,-48.51
CC(C)[C@H](CNc1ccc(Br)cc1[N+](=O)[O-])N1CCOCC1,-31.85
COCc1cccc(C(=O)N[C@@H](C)c2c(F)cccc2OC)c1,-25.66
COCc1cccc(C(=O)N[C@H](C)c2c(F)cccc2OC)c1,-20.6
Cc1ccc(CN[C@@H](C)c2cc(Cl)ccc2Cl)cc1,-49.44
Cc1ccc(CN[C@H](C)c2cc(Cl)ccc2Cl)cc1,-41.73
COc1ccc(C[S@@](=O)Cc2ccccc2OC)cc1C#N,-31.26
COc1ccc(C[S@](=O)Cc2ccccc2OC)cc1C#N,-18.46
COc1cccc(F)c1[C@@H](C)NC(=O)c1cncc(F)c1,-30.43
COc1cccc(F)c1[C@H](C)NC(=O)c1cncc(F)c1,-25.15
CC[C@@H](CO)N1CCN(CC(=O)Nc2ccc(C(C)=O)cc2)CC1,-45.95
CC[C@H](CO)N1CCN(CC(=O)Nc2ccc(C(C)=O)cc2)CC1,-38.2
CCN(CC)[C@@H](C(=O)Nc1cncc(C(=O)OC)c1)c1ccccc1,-42.31
CCN(CC)[C@H](C(=O)Nc1cncc(C(=O)OC)c1)c1ccccc1,-50.94
CCCNC(=O)C1CCN(C(=O)[C@@H](C)Oc2cccc(Cl)c2)CC1,-28.58
CCCNC(=O)C1CCN(C(=O)[C@H](C)Oc2cccc(Cl)c2)CC1,-19.8
C[C@@H]1CCCCN1C(=O)C(=O)Nc1ccc(Br)cc1F,-32.77
C[C@H]1CCCCN1C(=O)C(=O)Nc1ccc(Br)cc1F,-39.09
COc1cc(CCC(=O)N2CCCC[C@@H]2[C@H](C)N)cc(OC)c1OC,-18.6
COc1cc(CCC(=O)N2CCCC[C@H]2[C@H](C)N)cc(OC)c1OC,-10.0
NC[C@H](NC(=O)[C@@H]1CC[C@H](C(F)(F)F)NC1=O)C1CCCCC1,-25.33
NC[C@H](NC(=O)[C@H]1CC[C@H](C(F)(F)F)NC1=O)C1CCCCC1,-38.95
CN1CCO[C@@H](CNCc2c(Cl)cccc2Cl)C1,-37.08
CN1CCO[C@H](CNCc2c(Cl)cccc2Cl)C1,-42.35
CCc1ccc([C@@H](NC(=O)c2cc[nH]c(=O)c2)C(C)C)cc1,-31.4
CCc1ccc([C@H](NC(=O)c2cc[nH]c(=O)c2)C(C)C)cc1,-22.84
C[C@@H](NCc1cccnc1)c1ccccc1[N+](=O)[O-],-49.41
C[C@H](NCc1cccnc1)c1ccccc1[N+](=O)[O-],-43.4
Cc1cc(F)ccc1NC(=O)[C@@H](C)c1c(F)cccc1F,-33.35
Cc1cc(F)ccc1NC(=O)[C@H](C)c1c(F)cccc1F,-28.14
COc1ccc(Br)c(C(=O)NC[C@@H]2CCCN(C)C2)c1,-44.48
COc1ccc(Br)c(C(=O)NC[C@H]2CCCN(C)C2)c1,-39.04
CCN1CCC[C@@H](CNC(=O)c2cc(C)c(F)c(C)c2)C1,-49.29
CCN1CCC[C@H](CNC(=O)c2cc(C)c(F)c(C)c2)C1,-41.73
C[C@@H](Oc1ccc(F)c(F)c1)C(=O)N1CCCC[C@@H]1CNC(N)=O,2.38
C[C@H](Oc1ccc(F)c(F)c1)C(=O)N1CCCC[C@@H]1CNC(N)=O,-33.46
C[C@@H](NCc1ccc(NC(N)=O)cc1)c1ccc(C#N)cc1,-36.81
C[C@H](NCc1ccc(NC(N)=O)cc1)c1ccc(C#N)cc1,-29.5
CC(C)OC(=O)C[C@@H](NC(=O)c1cc[nH]c(=O)c1)c1ccccc1,-25.84
CC(C)OC(=O)C[C@H](NC(=O)c1cc[nH]c(=O)c1)c1ccccc1,-33.44
CC[C@@H]1CN(CCNC2CCC(C)CC2)CCO1,-40.43
CC[C@H]1CN(CCNC2CCC(C)CC2)CCO1,-31.13
C[C@@H](NCC1CCN(CCO)CC1)c1ccc(Br)c(F)c1,-36.46
C[C@H](NCC1CCN(CCO)CC1)c1ccc(Br)c(F)c1,-44.84
COCC1CCN([C@@H](C)C(=O)Nc2ccc(Cl)cc2)CC1,-49.31
COCC1CCN([C@H](C)C(=O)Nc2ccc(Cl)cc2)CC1,-37.7
CCOc1cccc(NC(=O)N[C@@H]2CCCOC2)n1,-28.02
CCOc1cccc(NC(=O)N[C@H]2CCCOC2)n1,-20.4
Cc1ncc(Cl)c(C(=O)N[C@@H](C)c2ccccc2C)n1,-24.68
Cc1ncc(Cl)c(C(=O)N[C@H](C)c2ccccc2C)n1,-29.89
CCCNC(=O)[C@@H]1CCCN(CC(=O)Nc2ccccc2CC)C1,-40.11
CCCNC(=O)[C@H]1CCCN(CC(=O)Nc2ccccc2CC)C1,-49.67
CC[C@@H](NC(=O)c1cccc(S(C)(=O)=O)c1)c1ccc(C)cc1,-24.78
CC[C@H](NC(=O)c1cccc(S(C)(=O)=O)c1)c1ccc(C)cc1,-31.95
CN1CCC[C@@H](CNC(=O)c2cccc(C(=O)OC(C)(C)C)c2)C1,-30.34
CN1CCC[C@H](CNC(=O)c2cccc(C(=O)OC(C)(C)C)c2)C1,-37.53
CCCOc1ccc([C@@H](C)NCc2cccnc2)cc1,-36.31
CCCOc1ccc([C@H](C)NCc2cccnc2)cc1,-42.15
CCN(CC)c1ccc(C(=O)N[C@@H](C(N)=O)c2ccccc2)cc1,-36.67
CCN(CC)c1ccc(C(=O)N[C@H](C(N)=O)c2ccccc2)cc1,-28.72
CNS(=O)(=O)c1cccc([C@@H](C)NCc2ccc(F)cc2C)c1,-39.6
CNS(=O)(=O)c1cccc([C@H](C)NCc2ccc(F)cc2C)c1,-32.22
CC(C)C[C@@H](C(=O)Nc1cc(Cl)ccc1O)N1CCCCC1=O,-12.77
CC(C)C[C@H](C(=O)Nc1cc(Cl)ccc1O)N1CCCCC1=O,-21.28
COc1cc(F)c([C@@H](C)NC(=O)c2ccccc2C)cc1OC,-35.28
COc1cc(F)c([C@H](C)NC(=O)c2ccccc2C)cc1OC,-29.46
COc1ccc(CN(C)C[C@@H]2CCCCO2)cc1OCCCC#N,-38.91
COc1ccc(CN(C)C[C@H]2CCCCO2)cc1OCCCC#N,-27.5
CN(C)c1ccc(CNC(=O)[C@@H]2CNCCO2)cc1,-28.7
CN(C)c1ccc(CNC(=O)[C@H]2CNCCO2)cc1,-39.54
CCOc1ccccc1CN(C)[C@@H](C)c1nc(C)cc(O)n1,-42.83
CCOc1ccccc1CN(C)[C@H](C)c1nc(C)cc(O)n1,-35.35
C[C@@H](N1CCN(C(=O)NCc2ccccc2)CC1)C(F)(F)F,-30.98
C[C@H](N1CCN(C(=O)NCc2ccccc2)CC1)C(F)(F)F,-24.7
COC(=O)C[C@@H](NC(=O)c1ccc(C(F)(F)F)nc1)C1CCCCC1,-39.75
COC(=O)C[C@H](NC(=O)c1ccc(C(F)(F)F)nc1)C1CCCCC1,-33.23
Cc1ccc(O[C@@H](C)C(=O)N2CCS(=O)CC2)c(Br)c1,-18.47
Cc1ccc(O[C@H](C)C(=O)N2CCS(=O)CC2)c(Br)c1,-30.79
CC[C@H]1CCCC[C@@H]1NCC(=O)N1CCOCC1,-38.94
CC[C@H]1CCCC[C@H]1NCC(=O)N1CCOCC1,-33.89
C[C@@H](c1ccc(F)cc1)N(C)C(=O)c1ccc(S(C)(=O)=O)cc1,-22.22
C[C@H](c1ccc(F)cc1)N(C)C(=O)c1ccc(S(C)(=O)=O)cc1,-27.77
C[C@@H]1C[C@@H](C)CN(C(=O)C(=O)Nc2cccc(OC(F)(F)F)c2)C1,-45.24
C[C@@H]1C[C@H](C)CN(C(=O)C(=O)Nc2cccc(OC(F)(F)F)c2)C1,-39.98
C[C@@H]1CN(C(=O)C(=O)Nc2cccc(Cl)c2Cl)CCS1,-30.17
C[C@H]1CN(C(=O)C(=O)Nc2cccc(Cl)c2Cl)CCS1,-43.84
CCc1cccc(S(=O)(=O)N[C@@H](C)c2ccc(S(C)(=O)=O)cc2)c1,-9.9
CCc1cccc(S(=O)(=O)N[C@H](C)c2ccc(S(C)(=O)=O)cc2)c1,-31.23
C[C@@H](C(=O)N(C)c1ncccc1F)C1CCOCC1,-21.94
C[C@H](C(=O)N(C)c1ncccc1F)C1CCOCC1,-14.58
CC(=O)N[C@H]1CCCN([C@@H](C)C(=O)Nc2ccc(C#N)c(Cl)c2)C1,-30.59
CC(=O)N[C@H]1CCCN([C@H](C)C(=O)Nc2ccc(C#N)c(Cl)c2)C1,-37.67
COc1ccccc1[C@@H](O)CNc1cc(C)ccn1,-40.93
COc1ccccc1[C@H](O)CNc1cc(C)ccn1,-50.96
C[C@@H](NC(=O)c1ccc(N(C)C)cn1)c1cccc(Br)c1,-40.04
C[C@H](NC(=O)c1ccc(N(C)C)cn1)c1cccc(Br)c1,-31.22
CCN1CC[C@@H](NCCc2cccc(F)c2)[C@H](C)C1,-34.59
CCN1CC[C@H](NCCc2cccc(F)c2)[C@H](C)C1,-50.25
CC(C)CN1CCN([C@@H](C)C(=O)NC2CCCCC2)CC1,-23.5
CC(C)CN1CCN([C@H](C)C(=O)NC2CCCCC2)CC1,-17.25
COc1ccc(F)cc1[C@@H](C)N[C@@H](C(N)=O)c1ccc(C#N)cc1,-22.98
COc1ccc(F)cc1[C@@H](C)N[C@H](C(N)=O)c1ccc(C#N)cc1,-14.17
CC[C@@H]1CN(C(=O)NCc2ccc(F)c(CN(C)C)c2)CCO1,-31.4
CC[C@H]1CN(C(=O)NCc2ccc(F)c(CN(C)C)c2)CCO1,-20.67
CO[C@H]1CCCN(C(=O)C[C@@H](NC(N)=O)c2ccccc2C)C1,-34.3
CO[C@H]1CCCN(C(=O)C[C@H](NC(N)=O)c2ccccc2C)C1,-11.55
CCC(=O)N[C@@H]1CCCN(C(=O)[C@@H](C)Cc2cccc(Cl)c2)C1,-19.96
CCC(=O)N[C@@H]1CCCN(C(=O)[C@H](C)Cc2cccc(Cl)c2)C1,-25.93
CC[C@@]1(C)C=C/C(=N\NS(=O)(=O)c2ccc(C)cc2)CC1,-23.44
CC[C@]1(C)C=C/C(=N\NS(=O)(=O)c2ccc(C)cc2)CC1,-29.93
O=S(=O)(C[C@@H](O)c1ccc(Cl)c(Cl)c1)c1ccc(Cl)cc1,-28.4
O=S(=O)(C[C@H](O)c1ccc(Cl)c(Cl)c1)c1ccc(Cl)cc1,-37.44
C[C@@H]1CN(C)C[C@@H](C)N1C(=O)COc1ccc(Br)cc1,-36.2
C[C@H]1CN(C)C[C@H](C)N1C(=O)COc1ccc(Br)cc1,-45.89
COCC(=O)N1CCN(C(=O)N[C@@H](C)c2ccc(Cl)cc2Cl)CC1,-35.82
COCC(=O)N1CCN(C(=O)N[C@H](C)c2ccc(Cl)cc2Cl)CC1,-14.62
COC(=O)C[C@@H](C)N1CCN(C(=O)COc2ccc(F)cc2)CC1,-35.13
COC(=O)C[C@H](C)N1CCN(C(=O)COc2ccc(F)cc2)CC1,-44.51
CC[C@@H]1CCCCN1C(=O)CN(CC)c1ccc(F)cc1,-35.7
CC[C@H]1CCCCN1C(=O)CN(CC)c1ccc(F)cc1,-30.39
CNC(=O)[C@@H]1CCCN(CC(=O)Nc2cccc(C#N)c2)C1,-51.03
CNC(=O)[C@H]1CCCN(CC(=O)Nc2cccc(C#N)c2)C1,-44.31
COc1ccc(CN[C@@H](CO)c2ccccc2)cc1OC(F)F,-44.7
COc1ccc(CN[C@H](CO)c2ccccc2)cc1OC(F)F,-28.27
CCCC(=O)N[C@@H]1CCCN(C(=O)NCc2ccc(F)c(C)c2)C1,-24.28
CCCC(=O)N[C@H]1CCCN(C(=O)NCc2ccc(F)c(C)c2)C1,-33.42
COC(=O)[C@@H]1CCCCN1C(=O)CSc1ccccc1Cl,-28.16
COC(=O)[C@H]1CCCCN1C(=O)CSc1ccccc1Cl,-34.58
CC[C@@H](c1ccncc1)N(C)S(=O)(=O)c1ccccn1,-29.39
CC[C@H](c1ccncc1)N(C)S(=O)(=O)c1ccccn1,-24.34
